name,length,starring,year,notes,recorded_bought,inserted,updated
my favorite spy,,,,,0,5/13/2010 22:30,5/16/2010 19:23
my favorite year,,,,,0,5/13/2010 22:30,5/16/2010 19:23
My Fellow Americans,,,,,0,5/13/2010 22:30,5/16/2010 19:23
my life in umbria,,,,,0,5/13/2010 22:30,5/16/2010 19:23
My Mom's New Boyfriend,1:37,"Antonio Banderas, Meg Ryan",2008,,0,5/13/2010 22:30,2/17/2011 17:01
My Son John,,,1952,,0,5/13/2010 22:30,5/16/2010 19:23
My Stepmother Is an Alien,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"mystery, Alaska",,Burt Reynolds,,Hockey,0,5/13/2010 22:30,5/31/2012 21:20
Mystic Pizza,1:42,"Julia Roberts, Lili Taylor, Anabeth Gish",1988,,0,5/13/2010 22:30,5/31/2012 21:21
"Naked Gun, The:From the Files of Police",,,,,0,5/13/2010 22:30,5/16/2010 19:23
nancy drew,,,2007,,0,5/13/2010 22:30,5/16/2010 19:23
nancy drew,,,1939,,0,5/13/2010 22:30,5/16/2010 19:23
National Lampoon's loaded Weapon,,,,,0,5/13/2010 22:30,5/16/2010 19:23
national treasure II,,,,,0,5/13/2010 22:30,5/16/2010 19:23
National Velvet,2:05,"Eliz.Taylor, M.Rooney",1944,,0,5/13/2010 22:30,5/5/2011 22:35
"Natural, The ",2:00,"R.Redford,K.Basinger",1984,,0,5/13/2010 22:30,5/5/2011 22:37
Navy Seals,1:53,"Michael Biehn, Charlie Sheen",1990,,0,5/13/2010 22:30,5/31/2012 21:24
nearly 18,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"negotiator, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Neil Diamond - Hot August Night,,,2008,,0,5/13/2010 22:30,5/16/2010 19:23
Nell,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Neptune's Daughter,1:33,R.Montalban,1949,Esther Wms.,0,5/13/2010 22:30,5/5/2011 22:36
Never Been Kissed,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Never Cry Wolf,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Never on Sunday,1:31,Melina Mecouri,1960,Greece,0,5/13/2010 22:30,2/17/2011 17:01
Never Say Never Again,2:20,Connery,1983,7,0,5/13/2010 22:30,1/1/2011 0:45
News Hounds,,,,Bowery Boys,0,5/13/2010 22:30,12/30/2010 21:28
Next,1:37,"Nic Cage, Julianne Moore",2007,,0,5/13/2010 22:30,5/31/2012 21:25
Nick and Norah's Infinite Playlist,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Nickelodeon,,,,,0,5/13/2010 22:30,5/16/2010 19:23
night at the museum 1,,"B.Stiller, O.Wilson",,,0,5/13/2010 22:30,12/30/2010 20:24
night of the hunter,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Nights In Rodanthe,,"Richard Gere, Diane Lane",,,0,5/13/2010 22:30,6/1/2012 11:20
Nine 1/2 Weeks,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Nine Innings From Ground Zero,1:18,Major League Baseball helps recovery in NYC.,2011,Doc.,0,5/13/2010 22:30,2/6/2013 21:20
Ninochka,1:50,"Greta Garbo, Melvin Douglas",1939,,0,5/13/2010 22:30,2/6/2013 21:21
no country for old men,,,,,0,5/13/2010 22:30,5/16/2010 19:23
no reservations,,,,,0,5/13/2010 22:30,5/16/2010 19:23
no way out,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Nobody's Fool,1:50,"Paul Newman, Melanie Griffin,Bruce Willis",1994,,0,5/13/2010 22:30,5/31/2012 21:23
noel,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Nora Roberts' Angel Falls,1:30,"Heather Locklear, Jonathan Schrech",2007,,0,5/13/2010 22:30,10/27/2011 19:33
Nora Roberts' Blue Smoke,1:28,"Alicia Witt, Scott Bakula",2007,,0,5/13/2010 22:30,10/27/2011 19:34
Nora Roberts' Carolina Moon,1:30,"Claire Falani, Oliver Hudson",2007,,0,5/13/2010 22:30,10/27/2011 19:34
Nora Roberts' High Noon,1:30,"Emily de Ravin, Ivan Sergei",2009,,0,5/13/2010 22:30,10/27/2011 19:35
Nora Roberts' Midnight Bayou,2:00,"Jerry O'Connell, Lauren Stamile",2009,,0,5/13/2010 22:30,10/27/2011 19:37
Nora Roberts' Montana Sky,1:36,"Ashley  Wms., Charlotte Ross, Diane Ladd",2007,,0,5/13/2010 22:30,10/27/2011 19:40
Nora Roberts' Northern Lights,2:00,"Leann Rimes, Eddie Cibrian",2009,,0,5/13/2010 22:30,10/27/2011 19:51
Nora Roberts' Sanctuary,1:30,"Melissa Gilbert, Costas Mandylor",2001,,0,5/13/2010 22:30,10/27/2011 19:52
Nora Roberts' Tribute,1:30,"Brittany Murphy, Jason Lewis",2009,,0,5/13/2010 22:30,10/27/2011 19:52
North By Northwest,,Cary Grant,,Hitchcock,0,5/13/2010 22:30,2/18/2011 2:30
North Shore,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Note 1, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Note 2, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
notorious,,,,,0,5/13/2010 22:30,5/16/2010 19:23
nurse betty,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"o brother, where art thou",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Obituary,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Ocean's 13,1:57,"G.Clooney, A.Pacino",2007,,0,5/13/2010 22:30,12/30/2010 20:05
october sky,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Octopussy,2:15,R.Moore,1983,7,0,5/13/2010 22:30,1/1/2011 0:45
"odessa file, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
office space,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Oh,God !",1:45,"George Burns, John Denver",1977,,0,5/13/2010 22:30,2/6/2013 21:22
"Omen, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
on a clear day a you can see forever,,,,,0,5/13/2010 22:30,5/16/2010 19:23
On an Island With You,1:48,Peter Lawford,,Esther Williams,0,5/13/2010 22:30,5/5/2011 22:39
on borrowed time,,,,,0,5/13/2010 22:30,5/16/2010 19:23
On Her Majesty's Secret,2:25,G.Lazenby,1969,7,0,5/13/2010 22:30,1/1/2011 0:45
On Tour 1972,,,1972,Elvis,0,5/13/2010 22:30,12/30/2010 23:38
once,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Once a Thief,1:47,"Alain Delon, Ann Margaret",1965,,0,5/13/2010 22:30,6/1/2012 10:39
Once Around,,"Danny Aielo, Holly Hunter",,,0,5/13/2010 22:30,5/31/2012 21:44
Once Upon A Texas,,,,,0,5/13/2010 22:30,5/16/2010 19:23
once upon a time,,,,,0,5/13/2010 22:30,5/16/2010 19:23
one crazy summer,,,,,0,5/13/2010 22:30,5/16/2010 19:23
one is a lonely #,,,,,0,5/13/2010 22:30,5/16/2010 19:23
One Man's Journey,,,1933,,0,5/13/2010 22:30,5/16/2010 19:23
One Man's Justice,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"One,Two,Three",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Only Angels Have Wings,2:01,"Cary Grant, Jean Arthur, Rita Hayworth",1939,,0,5/13/2010 22:30,5/31/2012 21:29
operation crossbow,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Operation Petticoat,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Oprah  'Talks' w/Roger Ebert,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"OSS 117: cairo, Nest of Spies ",,,2006,subtitled,0,5/13/2010 22:30,1/2/2011 22:19
Other People's Money,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"other side of the mountain, the",,,1975,,0,5/13/2010 22:30,1/2/2011 22:17
Our First Christmas,,,,Xmas,0,5/13/2010 22:30,12/30/2010 22:48
our first christmas,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Our Man Flint,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Out of Reach,,Steven Seagal,,,0,5/13/2010 22:30,5/5/2011 20:12
out of the woods,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Out of Time,1:45,"Denzel, Eve Mendes",2003,,0,5/13/2010 22:30,2/6/2013 21:23
Outrageous Fortune,1:35,"S.Long,B.Midler",1987,,0,5/13/2010 22:30,5/5/2011 22:40
"Outsiders, The",1:31,"Matt Dillon, Ralph Macchio,Patrick Swayze",1983,,0,5/13/2010 22:30,5/31/2012 21:30
Over Her Dead Body,,,,,0,5/13/2010 22:30,5/16/2010 19:23
p.s. I love you,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"p.s. I love you, making of",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Package,The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Pagemaster, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Pajama Party,1:25,"Annette Funicello, Tommy Kirk",1964,,0,5/13/2010 22:30,5/31/2012 21:31
palm springs weekend,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"paper lion, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Paralax View, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Parent Trap,,,1961,,0,5/13/2010 22:30,5/16/2010 19:23
Parenthood,,,,,0,5/13/2010 22:30,5/16/2010 19:23
paris when it sizzles,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Paris, je t'aime",,,,,0,5/13/2010 22:30,5/16/2010 19:23
partridge family,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Party Wire,,,1935,,0,5/13/2010 22:30,5/16/2010 19:23
"party, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Pat Garret, and Billy the Kid",1:56,"Kris Kristofferson,J.Coburn",1973,,0,5/13/2010 22:30,5/5/2011 22:41
Pat It Forward,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Patricia Cornwell's At Risk,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Patricia Cromwell's The Front 2,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Patriot Games,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Patton,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Paul Blart,Mall Cop",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Pearl Harbor,,"Ben Affleck, Josh Hartnett",,Hawaii,0,5/13/2010 22:30,6/1/2012 11:21
penelope,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"perfect holiday, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Perfect Murder,A",,Michael Douglas,,,0,5/13/2010 22:30,5/31/2012 21:34
perfect stranger,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Persepolis,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Peter Sellers-Murder By Death,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Peter Sellers-Revenge of the Pink Panther,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Peter Sellers-The Mouse That Roared,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Peter Sellers-The Pink Panther Strikes Again,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Peter Sellers-There's a Girl In My Soup,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Peter Sellers-Trail of the Pink Panther,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Petty Girl, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"philadelphia story, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
picture this!,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Pineapple Express,,,,,0,5/13/2010 22:30,5/16/2010 19:23
pittsburgh,,,,,0,5/13/2010 22:30,5/16/2010 19:23
plan 9 from outer space,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Planes, Trains, & Automobiles",,,,,0,5/13/2010 22:30,5/16/2010 19:23
planet earth - the film makers,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Player, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
please don't eat the dasies,,,,,0,5/13/2010 22:30,1/1/2011 5:37
Pocket Money,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Police Academy 4 :Citizens On Patrol,1:28,"S.Guttenberg, Bubba Smith",1998,IV,0,5/13/2010 22:30,2/17/2011 17:02
Pollyanna,,,1960,,0,5/13/2010 22:30,5/16/2010 19:23
"Pope of Greenwich Village, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
poseidon,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Poseidon Adventure,,,1972,,0,5/13/2010 22:30,5/16/2010 19:23
practical magic,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Preacher's Wife, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Pregnacy Pact, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"presidents analyst, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
pretty in pink,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"pride and the passion, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
primary colors,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"princess bride, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Princess Diaries, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
private screening - james garner,,,,,0,5/13/2010 22:30,5/16/2010 19:23
private screenings-robt.osborne,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Prizzi's Honor,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Proposal, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Psycho,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Psycho ,,Janet Leigh,1960,Hitchcock,0,5/13/2010 22:30,2/18/2011 2:30
pulp fiction,,,,,0,5/13/2010 22:30,5/16/2010 19:23
pump up the volume,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Purple Rose of Caiiro, the",1:22,"Mia Farrow, Jeff Daniels",1985,on Hot Shots,0,5/13/2010 22:30,5/31/2012 21:32
pursuit of happiness,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"queen, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Quicksand,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"quiet man, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Quigley Down Under,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Race To Witch Mountain,,,2009,,0,5/13/2010 22:30,5/16/2010 19:23
Race To Witch Mountain,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rachel's Getting Married,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Radioland  Murders,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Raid On Rommell,1:34,"Richard Burton, John Colicos",1971,,0,5/13/2010 22:30,5/31/2012 21:35
Rambo III,1:41,"Stallone, Richard Krenna",1988,'Afghanistan',0,5/13/2010 22:30,2/6/2013 21:25
Rambo: First Blood,,,1982,,0,5/13/2010 22:30,1/2/2011 22:02
Rambo: First Blood II,1:34,"S.Stallone, Charles Napier",1985,Viet Cong Prison,0,5/13/2010 22:30,2/6/2013 21:26
random hearts,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rat Race,,,,,0,5/13/2010 22:30,5/16/2010 19:23
rat-a-tooey,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Ready To Run,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rear Window,,James Stewart,,Hitchcock,0,5/13/2010 22:30,2/18/2011 2:30
Rebecca,,,1940,,0,5/13/2010 22:30,5/16/2010 19:23
Rebel Without a Cause,1:51,"James Dean, Natalie Wood, Sal Mineo",1955,Mt.Wilson,0,5/13/2010 22:30,2/6/2013 21:27
red rock west,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-A Southern Yankee,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-Bathing Beauty,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-I Dood It,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-Ship Ahoy,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-The Yellow Cab Man,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-Whistling in Brooklyn,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-Whistling in Dixie,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Red Skelton-Whistling In the Dark,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Redbelt,,,,,0,5/13/2010 22:30,5/16/2010 19:23
regarding henry,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Reign of Fire,,,,,0,5/13/2010 22:30,5/16/2010 19:23
reign over me,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"reluctant astronaut, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Reluctant Debutante, The",1:31,"Rex Harrison, Sandra Dee,Kay Kendall",1958,,0,5/13/2010 22:30,5/31/2012 21:37
remo williams,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Return From  Witch Mountain,1:35,"Bette Richards, Kim Richards",1978,,0,5/13/2010 22:30,2/17/2011 17:07
Return of the Muskateers,,,1985,,0,5/13/2010 22:30,5/16/2010 19:23
"Return of the Muskateers, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Return to Blue Lagoon, the ",1:38,"Milla Jovovich, Brian Krause",1991,,0,5/13/2010 22:30,2/16/2011 23:03
revenge of the nerds II,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Richie Rich,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Richochet,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Ride the Wild Surf,1:41,"Fabian, Tab Hunter, Peter Brown.Shelly Fabares",1964,,0,5/13/2010 22:30,5/31/2012 21:39
Riding the Bus With My Sister,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Right Stuff, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rightous Kill,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rio Bravo,2:21,"John Wayne,Dean Martin, Ricky Martin",1959,,0,5/13/2010 22:30,5/31/2012 21:40
Rip Girls,,,,,0,5/13/2010 22:30,5/16/2010 19:23
rising son,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Road House,1:52,"Patrick Swayze,San Elliott,Kelly Lynch ",1989,,0,5/13/2010 22:30,2/6/2013 21:29
Road To Bali,,Hope and Crosby,,,0,5/13/2010 22:30,6/1/2012 11:22
Road to Hong Kong,,Hope and Crosby,,,0,5/13/2010 22:30,6/1/2012 11:23
Road to Morocco,,Hope and Crosby,,,0,5/13/2010 22:30,6/1/2012 11:23
Road to Singapore,,"Justine Bateman, Liam Neeson, Julia Robts.",,Gulf Coast,0,5/13/2010 22:30,5/31/2012 21:53
Road to Utopia,,Hope and Crosby,,,0,5/13/2010 22:30,6/1/2012 11:23
Road to Zanzibar,,Hope and Crosby,,,0,5/13/2010 22:30,6/1/2012 11:24
Rob Roy,1:39,"Liam Neeson, Jessica Lange",,Scotland,0,5/13/2010 22:30,5/31/2012 21:42
Roberta,,,,Fred Astaire,0,5/13/2010 22:30,1/20/2011 20:35
Robin Hood,,,1991,,0,5/13/2010 22:30,5/16/2010 19:23
Rock n Rolla,,,,Rock,0,5/13/2010 22:30,1/21/2011 0:18
Rock Star,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rock: Don't Knock the Twist,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rock: Get Yourself a College Girl,,,,,0,5/13/2010 22:30,1/2/2011 22:03
Rock: Jukebox Rhythm  [w/don't knock rock],,,,,0,5/13/2010 22:30,5/31/2012 21:43
rock:Teenage Millionaire,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rock:The Delinquients,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Rocketeer, The",1:50,"Billy Campbell, Jennifer Connolly, Terry O'Quinn",1991,,0,5/13/2010 22:30,2/6/2013 21:30
Rocky,1:59,"S.Stallone, Talia Shire, Carl Weathers",1976,Oscar,0,5/13/2010 22:30,5/31/2012 21:46
Role Models,,,,,0,5/13/2010 22:30,5/16/2010 19:23
romancing the stone,,,,,0,5/13/2010 22:30,5/16/2010 19:23
romeo and juliet (leonardo),,,,,0,5/13/2010 22:30,5/16/2010 19:23
Romy & Michele's H.S. Reunion,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Ronin,,,,,0,5/13/2010 22:30,5/16/2010 19:23
rookie of the year,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Rookie, The",,"D.Quaid, R.Grifiths",2002,,0,5/13/2010 22:30,12/30/2010 19:39
Rooster Cogburn,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Rope,,Stewart Granger,,Hitchcock,0,5/13/2010 22:30,1/7/2011 0:00
Ropxanne,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Roustabout,,,,Elvis,0,5/13/2010 22:30,12/30/2010 23:38
Roy Orbison and Friends,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Royal Tenebaum's, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"royal wedding, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Ruling Class, The",2:34,Peter O'Toole,1972,,0,5/13/2010 22:30,2/17/2011 17:08
Running Scared,1:48,"Gregory Hines, Billy Crystal",1986,,0,5/13/2010 22:30,2/17/2011 17:09
Rush Hour 3,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Russia House, The",2:03,"Sean Connery, M.Pfeiffer",1990,Russia,0,5/13/2010 22:30,5/5/2011 22:46
"russians are coming, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
ruthless people,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sabateur,1:48,Robert Cummings,1942,Hitchcock,0,5/13/2010 22:30,2/17/2011 17:11
"Sabrina, the Teen-Age Witch",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Saint in Palm Springs, the",,,,,0,5/13/2010 22:30,1/2/2011 22:04
"Saint Meets the Tiger, The",,,1943,,0,5/13/2010 22:30,1/2/2011 22:06
"Saint Strikes Back, The",1:02,"G.Sanders,Wendy Barrie",1939,S.F.,0,5/13/2010 22:30,2/6/2013 21:31
"Saint's Double Trouble, The",,,,,0,5/13/2010 22:30,1/2/2011 22:04
Salt and Pepper,,,,,0,5/13/2010 22:30,1/2/2011 22:08
Salvador,1:57,"James Woods, Jim Belushi",1986,Salvador,0,5/13/2010 22:30,5/31/2012 21:47
"Same Time, Next year",1:59,"Alan Alda, Ellen Burstyn",1978,Mendocino,0,5/13/2010 22:30,5/31/2012 21:47
"sandlot, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Santa Baby 1,1:30,"Jenny McCarthy, George Wendt, Ivan Sergei",2006,Xmas,0,5/13/2010 22:30,2/6/2013 21:32
Santa Claus,,Dudley Moore,1985,Xmas,0,5/13/2010 22:30,12/30/2010 23:01
Santa Clause 3,1:40,Tim Allen Martin Short,2006,Ice,0,5/13/2010 22:30,5/31/2012 21:52
Satisfaction,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Saturday Night Fever,,,,,0,5/13/2010 22:30,5/16/2010 19:23
savannah smiles,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Saving Grace,,,2000,,0,5/13/2010 22:30,5/16/2010 19:23
Say Anything,,,,,0,5/13/2010 22:30,5/16/2010 19:23
scarface,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"scarlet pimpernel, a",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Scent of a Woman,,,,,0,5/13/2010 22:30,5/16/2010 19:23
scoop,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Scorpio,,,,,0,5/13/2010 22:30,5/16/2010 19:23
scream,,,,,0,5/13/2010 22:30,5/16/2010 19:23
scrooge,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Scrooged,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Sea Hawk,The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
sea of love,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Second Honeymoon,1:36,"Roma Downey, Tim Matheson, Michael Nouri",2001,,0,5/13/2010 22:30,2/6/2013 21:33
Second Sight,,,,,0,5/13/2010 22:30,5/16/2010 19:23
seconds,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Secret  Life of Bees, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"secret affair, a",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Secret Garden, The",1:32,Margret O'Brien,1949,,0,5/13/2010 22:30,5/5/2011 22:47
"Secret Garden,The",,,1993,,0,5/13/2010 22:30,5/5/2011 22:47
Secret Life of Bees,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Secret Life of Walter Mitty, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
secret of my success,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Secrets of the Mountain,,,,,0,5/13/2010 22:30,5/16/2010 19:23
See Spot Run,,,,,0,5/13/2010 22:30,5/16/2010 19:23
seems like old times,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Selena,,,,,0,5/13/2010 22:30,5/16/2010 19:23
semi-tough,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Send Me No Flowers,1:40,"Doris Day, Rock Hudson",,,0,5/13/2010 22:30,5/5/2011 22:48
Sense and Sensibility,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"sentinel, the ",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Serendipity,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sergeants 3,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Seven,2:07,"Brad Pitt, Gwyenth Paltrow,Morgan Freeman",1995,,0,5/13/2010 22:30,5/31/2012 21:55
Seven Pounds,,,,,0,5/13/2010 22:30,5/16/2010 19:23
seven thieves,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sex & the Single Man,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sex And  the Single Mom,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sex and Death 101,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sex and the City,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Sex And the Single Mom, More",1:36,"Gail O'Grady, Grant Show",2005,,0,5/13/2010 22:30,5/31/2012 21:57
"Sex,Lies, and Videotapes",1:41,"James Spader, Peter Gallagher",1989,,0,5/13/2010 22:30,5/31/2012 21:58
Sgt. Bilko,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sgt.Pepper's Lonely Hearts Club Band,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Shadow of the Thin Man, The",1:38,"Wm.Powell, M.Loy",1941,Thin Man,0,5/13/2010 22:30,5/31/2012 21:59
"shaggy D.A., the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"shaggy dog, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
"shakiest gun in the west, the",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Shampoo,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Shanghai Noon,,"Jackie Chan, Owen Wilson",,,0,5/13/2010 22:30,6/1/2012 11:24
She Knows Too Much,,,,,0,5/13/2010 22:30,5/16/2010 19:23
She-Devil,1:39,Roseanne,1989,,0,5/13/2010 22:30,2/17/2011 17:12
Sherlock Holmer & the Secret Weapon,,,,,0,5/13/2010 22:30,5/16/2010 19:23
"Sherlock Holmers-Adventures of, The",,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sherlock Holmes & the House of Fear,,,,,0,5/13/2010 22:30,5/16/2010 19:23
Sherlock Holmes & the Pearl of Death,,,,,0,5/13/2010 22:30,5/16/2010 19:23
